INFO:scipy.optimize.shgo:Splitting first generation
INFO:scipy.optimize.shgo:Constructing and refining simplicial complex graph structure
INFO:scipy.optimize.shgo:Triangulation completed, evaluating all constraints and objective function values.
INFO:scipy.optimize.shgo:Evaluations completed.
INFO:scipy.optimize.shgo:Searching for minimizer pool...
INFO:scipy.optimize.shgo:============================================================
INFO:scipy.optimize.shgo:v.x = [ 0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00] is minimizer
INFO:scipy.optimize.shgo:v.f = 0.6666666666666667 is minimizer
INFO:scipy.optimize.shgo:==============================
INFO:scipy.optimize.shgo:Neighbors:
INFO:scipy.optimize.shgo:==============================
INFO:scipy.optimize.shgo:x = (-1.0, 1.0, -1.0, 1.0, 1.0, -1.0, -1.0, -1.0) || f = 1829.4271247461902
INFO:scipy.optimize.shgo:cbounds found for v_min.x_a = [ 0.000000e+00 -1.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00  0.000000e+00 -1.000000e+00 -1.000000e+00]
INFO:scipy.optimize.shgo:cbounds = [[-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0]]
INFO:scipy.optimize.shgo:[[-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0]]
INFO:scipy.optimize.shgo:bounds in kwarg:
INFO:scipy.optimize.shgo:[[-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0]]
INFO:scipy.optimize.shgo:lres =   message: CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL
  success: True
   status: 0
      fun: 1.1781947639732948e-10
        x: [ 5.889e-02  1.610e-01  2.917e-01 -2.604e-01 -3.002e-01
             5.446e-02 -3.544e-01 -3.149e-01]
      nit: 22
      jac: [-1.760e-06 -4.219e-06 -1.776e-06  7.205e-06 -4.924e-06
             8.293e-06  6.412e-06 -1.465e-06]
     nfev: 342
     njev: 38
 hess_inv: <8x8 LbfgsInvHessProduct with dtype=float64>
INFO:scipy.optimize.shgo:Function evaluations done = 514 / 50000000
INFO:scipy.optimize.shgo:self.HC.V[x].f = 1829.427125
INFO:scipy.optimize.shgo:self.HC.V[x].f = 0.666667
INFO:scipy.optimize.shgo:Lowest function evaluation = 0.000000
INFO:scipy.optimize.shgo:Specified minimum = 0.000000
INFO:scipy.optimize.shgo:Vertex minimiser maps = [(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0), (0.0, -1.0, -1.0, -1.0, -1.0, 0.0, -1.0, -1.0), (-1.0, 0.0, 1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (1.0, 0.0, -1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (0.0, -1.0, 1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (0.0, 1.0, -1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (1.0, 0.0, 1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (-1.0, 0.0, -1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (1.0, 0.0, 1.0, -1.0, -1.0, 0.0, -1.0, -1.0), (0.0, -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (0.0, 1.0, 1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (-1.0, 0.0, -1.0, -1.0, -1.0, 0.0, -1.0, -1.0), (0.0, -1.0, 1.0, -1.0, -1.0, 0.0, -1.0, -1.0)]
INFO:scipy.optimize.shgo:Starting minimization at [ 1.000000e+00  0.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00  0.000000e+00 -1.000000e+00 -1.000000e+00]...
INFO:scipy.optimize.shgo:cbounds found for v_min.x_a = [ 1.000000e+00  0.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00  0.000000e+00 -1.000000e+00 -1.000000e+00]
INFO:scipy.optimize.shgo:cbounds = [[-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0]]
INFO:scipy.optimize.shgo:[[-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0]]
INFO:scipy.optimize.shgo:bounds in kwarg:
INFO:scipy.optimize.shgo:[[-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0]]
INFO:scipy.optimize.shgo:lres =   message: CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL
  success: True
   status: 0
      fun: 4.432365585671505e-11
        x: [ 1.847e-01  7.664e-02 -3.968e-01 -1.253e-01 -2.274e-01
             8.188e-02 -2.500e-01 -4.163e-01]
      nit: 14
      jac: [ 5.207e-06  4.108e-06  9.692e-06  2.132e-06  1.038e-06
             1.116e-06 -3.109e-06  7.772e-08]
     nfev: 279
     njev: 31
 hess_inv: <8x8 LbfgsInvHessProduct with dtype=float64>
INFO:scipy.optimize.shgo:Function evaluations done = 514 / 50000000
INFO:scipy.optimize.shgo:self.HC.V[x].f = 1829.427125
INFO:scipy.optimize.shgo:self.HC.V[x].f = 0.666667
INFO:scipy.optimize.shgo:Lowest function evaluation = 0.000000
INFO:scipy.optimize.shgo:Specified minimum = 0.000000
INFO:scipy.optimize.shgo:Vertex minimiser maps = [(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0), (0.0, -1.0, -1.0, -1.0, -1.0, 0.0, -1.0, -1.0), (-1.0, 0.0, 1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (1.0, 0.0, -1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (0.0, -1.0, 1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (0.0, 1.0, -1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (1.0, 0.0, 1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (-1.0, 0.0, -1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (1.0, 0.0, 1.0, -1.0, -1.0, 0.0, -1.0, -1.0), (0.0, -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (0.0, 1.0, 1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (-1.0, 0.0, -1.0, -1.0, -1.0, 0.0, -1.0, -1.0), (0.0, -1.0, 1.0, -1.0, -1.0, 0.0, -1.0, -1.0), (1.0, 0.0, -1.0, -1.0, -1.0, 0.0, -1.0, -1.0)]
INFO:scipy.optimize.shgo:Starting minimization at [-1.000000e+00  0.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00  0.000000e+00 -1.000000e+00 -1.000000e+00]...
INFO:scipy.optimize.shgo:cbounds found for v_min.x_a = [-1.000000e+00  0.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00  0.000000e+00 -1.000000e+00 -1.000000e+00]
INFO:scipy.optimize.shgo:cbounds = [[-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0]]
INFO:scipy.optimize.shgo:[[-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0]]
INFO:scipy.optimize.shgo:bounds in kwarg:
INFO:scipy.optimize.shgo:[[-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0]]
INFO:scipy.optimize.shgo:lres =   message: CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL
  success: True
   status: 0
      fun: 2.684458211277274e-11
        x: [-3.968e-01 -1.253e-01  3.187e-01 -3.664e-01 -1.044e-01
            -1.705e-01 -1.481e-01 -1.910e-01]
      nit: 22
      jac: [-4.330e-06  1.843e-06  5.540e-06 -2.043e-06  1.299e-06
             2.015e-06 -1.055e-06 -1.510e-06]
     nfev: 387
     njev: 43
 hess_inv: <8x8 LbfgsInvHessProduct with dtype=float64>
INFO:scipy.optimize.shgo:Function evaluations done = 514 / 50000000
INFO:scipy.optimize.shgo:self.HC.V[x].f = 1829.427125
INFO:scipy.optimize.shgo:self.HC.V[x].f = 0.666667
INFO:scipy.optimize.shgo:Lowest function evaluation = 0.000000
INFO:scipy.optimize.shgo:Specified minimum = 0.000000
INFO:scipy.optimize.shgo:Vertex minimiser maps = [(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0), (0.0, -1.0, -1.0, -1.0, -1.0, 0.0, -1.0, -1.0), (-1.0, 0.0, 1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (1.0, 0.0, -1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (0.0, -1.0, 1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (0.0, 1.0, -1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (1.0, 0.0, 1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (-1.0, 0.0, -1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (1.0, 0.0, 1.0, -1.0, -1.0, 0.0, -1.0, -1.0), (0.0, -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (0.0, 1.0, 1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (-1.0, 0.0, -1.0, -1.0, -1.0, 0.0, -1.0, -1.0), (0.0, -1.0, 1.0, -1.0, -1.0, 0.0, -1.0, -1.0), (1.0, 0.0, -1.0, -1.0, -1.0, 0.0, -1.0, -1.0), (-1.0, 0.0, 1.0, -1.0, -1.0, 0.0, -1.0, -1.0)]
INFO:scipy.optimize.shgo:Starting minimization at [ 1.000000e+00  0.000000e+00  0.000000e+00 -1.000000e+00 -1.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00]...
INFO:scipy.optimize.shgo:cbounds found for v_min.x_a = [ 1.000000e+00  0.000000e+00  0.000000e+00 -1.000000e+00 -1.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00]
INFO:scipy.optimize.shgo:cbounds = [[-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0]]
INFO:scipy.optimize.shgo:[[-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0]]
INFO:scipy.optimize.shgo:bounds in kwarg:
INFO:scipy.optimize.shgo:[[-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0]]
INFO:scipy.optimize.shgo:lres =   message: CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL
  success: True
   status: 0
      fun: 2.980493629678449e-11
        x: [-9.682e-02  3.789e-01  2.187e-01 -2.126e-01 -4.175e-01
             2.246e-01 -5.564e-01 -4.362e-01]
      nit: 54
      jac: [-1.682e-06 -1.593e-06  3.048e-06  2.814e-06  6.545e-06
            -1.610e-07 -6.717e-07  1.088e-06]
     nfev: 837
     njev: 93
 hess_inv: <8x8 LbfgsInvHessProduct with dtype=float64>
INFO:scipy.optimize.shgo:Function evaluations done = 514 / 50000000
INFO:scipy.optimize.shgo:self.HC.V[x].f = 1829.427125
INFO:scipy.optimize.shgo:self.HC.V[x].f = 0.666667
INFO:scipy.optimize.shgo:Lowest function evaluation = 0.000000
INFO:scipy.optimize.shgo:Specified minimum = 0.000000
INFO:scipy.optimize.shgo:Vertex minimiser maps = [(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0), (0.0, -1.0, -1.0, -1.0, -1.0, 0.0, -1.0, -1.0), (-1.0, 0.0, 1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (1.0, 0.0, -1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (0.0, -1.0, 1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (0.0, 1.0, -1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (1.0, 0.0, 1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (-1.0, 0.0, -1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (1.0, 0.0, 1.0, -1.0, -1.0, 0.0, -1.0, -1.0), (0.0, -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (0.0, 1.0, 1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (-1.0, 0.0, -1.0, -1.0, -1.0, 0.0, -1.0, -1.0), (0.0, -1.0, 1.0, -1.0, -1.0, 0.0, -1.0, -1.0), (1.0, 0.0, -1.0, -1.0, -1.0, 0.0, -1.0, -1.0), (-1.0, 0.0, 1.0, -1.0, -1.0, 0.0, -1.0, -1.0), (1.0, 0.0, 0.0, -1.0, -1.0, 1.0, -1.0, -1.0)]
INFO:scipy.optimize.shgo:Starting minimization at [ 0.000000e+00 -1.000000e+00  0.000000e+00 -1.000000e+00 -1.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00]...
INFO:scipy.optimize.shgo:cbounds found for v_min.x_a = [ 0.000000e+00 -1.000000e+00  0.000000e+00 -1.000000e+00 -1.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00]
INFO:scipy.optimize.shgo:cbounds = [[-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0]]
INFO:scipy.optimize.shgo:[[-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0]]
INFO:scipy.optimize.shgo:bounds in kwarg:
INFO:scipy.optimize.shgo:[[-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0]]
INFO:scipy.optimize.shgo:lres =   message: ABNORMAL_TERMINATION_IN_LNSRCH
  success: False
   status: 2
      fun: 0.02169250933880118
        x: [ 3.600e-01 -1.715e-01  9.586e-03  1.758e-01 -4.013e-01
             4.692e-01 -1.076e-01 -6.327e-01]
      nit: 5
      jac: [-1.622e-01  1.012e-01  9.688e-02 -3.498e-02  1.010e-01
            -1.720e-01  1.966e-02  2.915e-01]
     nfev: 693
     njev: 77
 hess_inv: <8x8 LbfgsInvHessProduct with dtype=float64>
INFO:scipy.optimize.shgo:Function evaluations done = 514 / 50000000
INFO:scipy.optimize.shgo:self.HC.V[x].f = 1829.427125
INFO:scipy.optimize.shgo:self.HC.V[x].f = 0.666667
INFO:scipy.optimize.shgo:Lowest function evaluation = 0.000000
INFO:scipy.optimize.shgo:Specified minimum = 0.000000
INFO:scipy.optimize.shgo:Vertex minimiser maps = [(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0), (0.0, -1.0, -1.0, -1.0, -1.0, 0.0, -1.0, -1.0), (-1.0, 0.0, 1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (1.0, 0.0, -1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (0.0, -1.0, 1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (0.0, 1.0, -1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (1.0, 0.0, 1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (-1.0, 0.0, -1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (1.0, 0.0, 1.0, -1.0, -1.0, 0.0, -1.0, -1.0), (0.0, -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (0.0, 1.0, 1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (-1.0, 0.0, -1.0, -1.0, -1.0, 0.0, -1.0, -1.0), (0.0, -1.0, 1.0, -1.0, -1.0, 0.0, -1.0, -1.0), (1.0, 0.0, -1.0, -1.0, -1.0, 0.0, -1.0, -1.0), (-1.0, 0.0, 1.0, -1.0, -1.0, 0.0, -1.0, -1.0), (1.0, 0.0, 0.0, -1.0, -1.0, 1.0, -1.0, -1.0), (0.0, -1.0, 0.0, -1.0, -1.0, 1.0, -1.0, -1.0)]
INFO:scipy.optimize.shgo:Starting minimization at [ 0.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00  0.000000e+00 -1.000000e+00 -1.000000e+00]...
INFO:scipy.optimize.shgo:cbounds found for v_min.x_a = [ 0.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00  0.000000e+00 -1.000000e+00 -1.000000e+00]
INFO:scipy.optimize.shgo:cbounds = [[-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0]]
INFO:scipy.optimize.shgo:[[-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0]]
INFO:scipy.optimize.shgo:bounds in kwarg:
INFO:scipy.optimize.shgo:[[-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0]]
INFO:scipy.optimize.shgo:lres =   message: CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL
  success: True
   status: 0
      fun: 6.724232282095954e-12
        x: [ 4.697e-02  1.648e-01 -3.891e-01 -3.924e-02 -3.001e-01
            -5.445e-02 -4.090e-01 -2.397e-01]
      nit: 17
      jac: [ 3.053e-06 -6.661e-08 -5.218e-07  7.716e-07  1.316e-06
            -2.631e-06  9.770e-07  5.496e-07]
     nfev: 297
     njev: 33
 hess_inv: <8x8 LbfgsInvHessProduct with dtype=float64>
INFO:scipy.optimize.shgo:Function evaluations done = 514 / 50000000
INFO:scipy.optimize.shgo:self.HC.V[x].f = 1829.427125
INFO:scipy.optimize.shgo:self.HC.V[x].f = 0.666667
INFO:scipy.optimize.shgo:Lowest function evaluation = 0.000000
INFO:scipy.optimize.shgo:Specified minimum = 0.000000
INFO:scipy.optimize.shgo:Vertex minimiser maps = [(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0), (0.0, -1.0, -1.0, -1.0, -1.0, 0.0, -1.0, -1.0), (-1.0, 0.0, 1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (1.0, 0.0, -1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (0.0, -1.0, 1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (0.0, 1.0, -1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (1.0, 0.0, 1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (-1.0, 0.0, -1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (1.0, 0.0, 1.0, -1.0, -1.0, 0.0, -1.0, -1.0), (0.0, -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (0.0, 1.0, 1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (-1.0, 0.0, -1.0, -1.0, -1.0, 0.0, -1.0, -1.0), (0.0, -1.0, 1.0, -1.0, -1.0, 0.0, -1.0, -1.0), (1.0, 0.0, -1.0, -1.0, -1.0, 0.0, -1.0, -1.0), (-1.0, 0.0, 1.0, -1.0, -1.0, 0.0, -1.0, -1.0), (1.0, 0.0, 0.0, -1.0, -1.0, 1.0, -1.0, -1.0), (0.0, -1.0, 0.0, -1.0, -1.0, 1.0, -1.0, -1.0), (0.0, 1.0, -1.0, -1.0, -1.0, 0.0, -1.0, -1.0)]
INFO:scipy.optimize.shgo:Starting minimization at [ 0.000000e+00  1.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00  0.000000e+00 -1.000000e+00 -1.000000e+00]...
INFO:scipy.optimize.shgo:cbounds found for v_min.x_a = [ 0.000000e+00  1.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00  0.000000e+00 -1.000000e+00 -1.000000e+00]
INFO:scipy.optimize.shgo:cbounds = [[-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0]]
INFO:scipy.optimize.shgo:[[-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0]]
INFO:scipy.optimize.shgo:bounds in kwarg:
INFO:scipy.optimize.shgo:[[-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0]]
INFO:scipy.optimize.shgo:lres =   message: CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL
  success: True
   status: 0
      fun: 2.4705737455832377e-11
        x: [ 5.889e-02  1.610e-01  2.917e-01 -2.604e-01 -3.002e-01
             5.445e-02 -3.544e-01 -3.149e-01]
      nit: 14
      jac: [-1.793e-06  4.263e-06  1.910e-06 -4.358e-06 -3.308e-06
             3.059e-06 -5.407e-06 -1.876e-06]
     nfev: 270
     njev: 30
 hess_inv: <8x8 LbfgsInvHessProduct with dtype=float64>
INFO:scipy.optimize.shgo:Function evaluations done = 514 / 50000000
INFO:scipy.optimize.shgo:self.HC.V[x].f = 1829.427125
INFO:scipy.optimize.shgo:self.HC.V[x].f = 0.666667
INFO:scipy.optimize.shgo:Lowest function evaluation = 0.000000
INFO:scipy.optimize.shgo:Specified minimum = 0.000000
INFO:scipy.optimize.shgo:Vertex minimiser maps = [(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0), (0.0, -1.0, -1.0, -1.0, -1.0, 0.0, -1.0, -1.0), (-1.0, 0.0, 1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (1.0, 0.0, -1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (0.0, -1.0, 1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (0.0, 1.0, -1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (1.0, 0.0, 1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (-1.0, 0.0, -1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (1.0, 0.0, 1.0, -1.0, -1.0, 0.0, -1.0, -1.0), (0.0, -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (0.0, 1.0, 1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (-1.0, 0.0, -1.0, -1.0, -1.0, 0.0, -1.0, -1.0), (0.0, -1.0, 1.0, -1.0, -1.0, 0.0, -1.0, -1.0), (1.0, 0.0, -1.0, -1.0, -1.0, 0.0, -1.0, -1.0), (-1.0, 0.0, 1.0, -1.0, -1.0, 0.0, -1.0, -1.0), (1.0, 0.0, 0.0, -1.0, -1.0, 1.0, -1.0, -1.0), (0.0, -1.0, 0.0, -1.0, -1.0, 1.0, -1.0, -1.0), (0.0, 1.0, -1.0, -1.0, -1.0, 0.0, -1.0, -1.0), (0.0, 1.0, 1.0, -1.0, -1.0, 0.0, -1.0, -1.0)]
INFO:scipy.optimize.shgo:Starting minimization at [-1.000000e+00  0.000000e+00  0.000000e+00 -1.000000e+00 -1.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00]...
INFO:scipy.optimize.shgo:cbounds found for v_min.x_a = [-1.000000e+00  0.000000e+00  0.000000e+00 -1.000000e+00 -1.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00]
INFO:scipy.optimize.shgo:cbounds = [[-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0]]
INFO:scipy.optimize.shgo:[[-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0]]
INFO:scipy.optimize.shgo:bounds in kwarg:
INFO:scipy.optimize.shgo:[[-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0]]
INFO:scipy.optimize.shgo:lres =   message: CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL
  success: True
   status: 0
      fun: 1.1547429679126253e-12
        x: [-4.732e-01 -1.091e-01  7.599e-03 -2.416e-01 -3.968e-01
             1.253e-01 -1.944e-01 -4.655e-02]
      nit: 22
      jac: [-6.939e-07  3.331e-07  1.388e-07 -1.316e-06 -1.621e-06
             1.110e-07 -2.776e-08  3.331e-08]
     nfev: 360
     njev: 40
 hess_inv: <8x8 LbfgsInvHessProduct with dtype=float64>
INFO:scipy.optimize.shgo:Function evaluations done = 514 / 50000000
INFO:scipy.optimize.shgo:self.HC.V[x].f = 1829.427125
INFO:scipy.optimize.shgo:self.HC.V[x].f = 0.666667
INFO:scipy.optimize.shgo:Lowest function evaluation = 0.000000
INFO:scipy.optimize.shgo:Specified minimum = 0.000000
INFO:scipy.optimize.shgo:Vertex minimiser maps = [(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0), (0.0, -1.0, -1.0, -1.0, -1.0, 0.0, -1.0, -1.0), (-1.0, 0.0, 1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (1.0, 0.0, -1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (0.0, -1.0, 1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (0.0, 1.0, -1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (1.0, 0.0, 1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (-1.0, 0.0, -1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (1.0, 0.0, 1.0, -1.0, -1.0, 0.0, -1.0, -1.0), (0.0, -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (0.0, 1.0, 1.0, -1.0, -1.0, 1.0, -1.0, -1.0), (-1.0, 0.0, -1.0, -1.0, -1.0, 0.0, -1.0, -1.0), (0.0, -1.0, 1.0, -1.0, -1.0, 0.0, -1.0, -1.0), (1.0, 0.0, -1.0, -1.0, -1.0, 0.0, -1.0, -1.0), (-1.0, 0.0, 1.0, -1.0, -1.0, 0.0, -1.0, -1.0), (1.0, 0.0, 0.0, -1.0, -1.0, 1.0, -1.0, -1.0), (0.0, -1.0, 0.0, -1.0, -1.0, 1.0, -1.0, -1.0), (0.0, 1.0, -1.0, -1.0, -1.0, 0.0, -1.0, -1.0), (0.0, 1.0, 1.0, -1.0, -1.0, 0.0, -1.0, -1.0), (-1.0, 0.0, 0.0, -1.0, -1.0, 1.0, -1.0, -1.0)]
INFO:scipy.optimize.shgo:Starting minimization at [ 0.000000e+00  1.000000e+00  0.000000e+00 -1.000000e+00 -1.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00]...
INFO:scipy.optimize.shgo:cbounds found for v_min.x_a = [ 0.000000e+00  1.000000e+00  0.000000e+00 -1.000000e+00 -1.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00]
